"type","title","location","bedroom","bathroom","size_sqm","price","contact_person","image_link"
"Apartment","Palm Hills Katameya Finished Stand Alone 575m Sale","Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","165","4,590,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Apartment | Landscape and fountainâ€™s view","Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo","4","4","575","25,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","For sale  apartment in Azad 209m - prime location","Family City, North Investors Area, New Cairo City, Cairo","3","2","168","2,650,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","StandAlone villa for sale in Al Rehab City Type C ","Azad, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","4","209","2,428,600","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Villa at Katameya Dunes, 1350m for 3 Families","Taha Hussein St., Rehab City First Phase, Al Rehab, New Cairo City, Cairo","5","5","456","8,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Penthouse 167m for sale at Fifth Square Al Marasem","Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo","8","8","1.35","34,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Penthouse","Apartment for sale in Cairo Festival City, â­ â­â­   ","Fifth Square, North Investors Area, New Cairo City, Cairo","3","3","167","4,418,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Amazing townhouse Middle Fully finished ( Layan ) ","Cairo Festival City, North Investors Area, New Cairo City, Cairo","2","2","137","4,500,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Townhouse","Standalone villa for sale _ Cfc                 ","Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","3","266","5,690,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Villa","for sale twin house in mivida with prime location","Cairo Festival City, North Investors Area, New Cairo City, Cairo","4","4","522","16,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Twin House","Apartment for sale with prime location at HydePark","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","310","12,800,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Twin House","Twin House Fully Finished in Mivida|Discount 300K ","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","320","13,500,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Twin House","Luxurious Twin Very Prime Location In El Patio Oro","El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","295","6,500,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Villa","Huge villa overlooking lake and greenery - seasons","Seasons Residence, Ext North Inves Area, New Cairo City, Cairo","5","6","843","21,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Townhouse","Front Annex|3 rooms|Garden|Finished|install 8years","Trio Villas, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","4","210","6,287,442","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment","Penthouse 166 + 80 Roofs for arecurring good price","Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","1","108","3,150,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Penthouse","With Lowest Price Penthouse Directly On Suez Road","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","166","2,700,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Penthouse","Town House for sale in compound Al Burouj","Patio Casa, El Patio, El Shorouk Compounds, Shorouk City, Cairo","3","3","185","2,890,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Townhouse","Pay 1,900,00 in a very classy and calm compound","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo","3","3","164","7,899,981","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment","Apartment For Sale 133M In Mountain view Hyde Park","El Koronfel, The 5th Settlement, New Cairo City, Cairo","3","3","186","1,900,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment 167m in Fifth Square Compound Al-Marasem","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","133","2,580,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment fully finished for sale at fifth square ","Fifth Square, North Investors Area, New Cairo City, Cairo","3","3","167","4,700,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","town house 220 m in land mark sabour beside rehab ","IL Bosco, New Capital Compounds, New Capital City, Cairo","3","3","178","1,750,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Ground floor apartment with garden  Al Rehab City","Fifth Square, North Investors Area, New Cairo City, Cairo","3","2","152","3,120,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Townhouse","Apartment garden For Sale in Lake View Privat Pool","Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","220","9,000,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment"," Standalone villa 370 sqm fully finished over 8y","El Rehab Extension, Al Rehab, New Cairo City, Cairo","3","3","123","2,550,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Penthouse","0% down payment for your apartment in the capital","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","5","284","4,565,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Villa for sale 480 m in The Wonder Marq.","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","185","5,100,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Fountain Park Compound Stand-alone villa for sale ","Fifth Square, North Investors Area, New Cairo City, Cairo","6","6","369","18,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Spacious Ground Floor Apartment with Garden","R7, New Capital City, Cairo","2","1","110","1,072,500","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Apartment with down payment in Capital Gardens","The Wonder Marq, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","4","5","480","15,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Own a standalone 375m in gardenia springs","Fountain Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","400","13,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","villa for sale 265meter in the heart of new cairo ","Cairo Festival City, North Investors Area, New Cairo City, Cairo","3","3","186","5,900,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Penthouse","With Lowest Price Penthouse Directly On Suez Road","Patio Casa, El Patio, El Shorouk Compounds, Shorouk City, Cairo","3","3","185","2,890,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Townhouse","Town House for sale in compound Al Burouj","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo","3","3","164","7,899,981","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment","Pay 1,900,00 in a very classy and calm compound","El Koronfel, The 5th Settlement, New Cairo City, Cairo","3","3","186","1,900,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment For Sale 133M In Mountain view Hyde Park","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","133","2,580,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment 167m in Fifth Square Compound Al-Marasem","Fifth Square, North Investors Area, New Cairo City, Cairo","3","3","167","4,700,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment fully finished for sale at fifth square ","IL Bosco, New Capital Compounds, New Capital City, Cairo","3","3","178","1,750,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","town house 220 m in land mark sabour beside rehab ","Fifth Square, North Investors Area, New Cairo City, Cairo","3","2","152","3,120,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Townhouse","Ground floor apartment with garden  Al Rehab City","Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","220","9,000,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment","Apartment garden For Sale in Lake View Privat Pool","El Rehab Extension, Al Rehab, New Cairo City, Cairo","3","3","123","2,550,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Penthouse"," Standalone villa 370 sqm fully finished over 8y","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","5","284","4,565,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","0% down payment for your apartment in the capital","Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","185","5,100,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Villa for sale 480 m in The Wonder Marq.","Fifth Square, North Investors Area, New Cairo City, Cairo","6","6","369","18,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Fountain Park Compound Stand-alone villa for sale ","R7, New Capital City, Cairo","2","1","110","1,072,500","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Spacious Ground Floor Apartment with Garden","The Wonder Marq, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","4","5","480","15,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Apartment with down payment in Capital Gardens","Fountain Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","400","13,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Own a standalone 375m in gardenia springs","Cairo Festival City, North Investors Area, New Cairo City, Cairo","3","3","186","5,900,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","villa for sale 265meter in the heart of new cairo ","Capital Gardens   Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","3","3","206","3,150,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","for sale villa 700m l mivida l Prime location","Gardenia Springs, Ext North Inves Area, New Cairo City, Cairo","4","4","375","8,950,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Unique Apartment For Sale In Water Way","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","2","265","1,200,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Twin house immediate delivery 360m semi-finished","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","4","500","24,000,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Apartment","Apartment with large garden for sale-Highland Park","The Water Way, North Investors Area, New Cairo City, Cairo","3","2","266","13,600,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Twin House","Villa 1500m at Palm Hills Katameya, **Huge Land**","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","5","360","6,000,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","***ALL TYPES ( 1-2-3-X-Z) BEST VILLAS AVAILABLE***","Highland Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","3","255","3,450,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Townhouse For Sale Ultra Lux in Compound La Terra ","Swan Lake, The 1st Settlement, New Cairo City, Cairo","5","4","300","2,200,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Townhouse","Mivida|villa 391M Under Market Price","La Terra, South Investors Area, New Cairo City, Cairo","4","4","300","6,000,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Villa","ØªØ§ÙˆÙ† Ù‡Ø§ÙˆØ³ Ù…ØªØ´Ø·Ø¨ Ø¨Ø­Ù…Ø§Ù… Ø³Ø¨Ø§Ø­Ø© Ù„Ù„Ø¨ÙŠØ¹ Ø¨Ù‚Ø·Ø§Ù…ÙŠØ© Ø­Ø§Ø±Ø¯Ù†Ø²","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","4","250","8,760,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Villa","Ready to move ,3Bedrooms, bahary, f.finished +ACS","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","391","16,500,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Townhouse","Apartment at Stone Residence Prime location 220M .","Katameya Gardens, El Katameya Compounds, El Katameya, New Cairo City, Cairo","4","3","387","6,700,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment","Riviera heights twin 350 sq/m bua ready to move  .","Fifth Square, North Investors Area, New Cairo City, Cairo","3","2","165","3,300,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","3 bedrooms|7 years install|Ready to move|Disc 12%","Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","3","220","2,750,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Twin House","Own  your Apartment in Mountain View Hyde Park199m","Riviera heights, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","5","350","5,500,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Apartment 220 m for sale in Sheraton.","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","160","4,600,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Finish Penthouse 188M For Sale N ASTER With 10% DP","Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","3","3","179","2,670,143","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment for sale with down payment in Hyde Park","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","3","199","3,450,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment With Best Location In Eastown - Sodic ","Sayed Zakaria St., Sheraton Al Matar, El Nozha, Cairo","3","3","220","3,000,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Penthouse","townhouse classic corner 360m / View landscape ","Aster Compound, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","188","4,600,000","6285755857115","https://i.pinimg.com/736x/64/59/1f/64591fa465f3795230bf69eb3acf327c.jpg"
"Apartment","Apartment with garden for sale in New Capital City","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","2","139","3,070,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment for sale 300 m in Heliopolis nuhro st","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3","3","215","4,500,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Villa","Penthouse 200m in Mountain view hyde park","Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","5","4","600","14,550,000","6285755857115","https://i.pinimg.com/736x/79/01/07/7901078cbea56a384272c07c6bd4d9bb.jpg"
"Townhouse","Villa Type E Delivered Palm Hills New Cairo PHNC","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","4","4","360","8,000,000","6285755857115","https://i.pinimg.com/736x/4d/74/8f/4d748f61c2a73fa8df10ee8bd28cd265.jpg"
"Apartment","Duplex Roof for sale finished in Eastown Compound","De Joya, New Capital Compounds, New Capital City, Cairo","3","3","172","2,750,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","ultra super lux twin house in layan for sale","Nehro St., Roxy, Heliopolis - Masr El Gedida, Cairo","3","3","300","4,000,000","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
"Apartment","Apartment Ground floor Fully finished in taj City","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","2","1","125","2,047,500","6285755857115","https://i.pinimg.com/736x/99/af/ea/99afeae1fc9ce2f483c7090c35b6e0d1.jpg"
